Wall time,Step,Value
1713605103.731373,0,0.02345275692641735
1713605267.0128944,2,0.4059278964996338
1713605432.9425209,4,0.4634840190410614
1713605596.3222153,6,0.4777345657348633
1713605759.9581811,8,0.5037660598754883
1713605921.6405962,10,0.5397194027900696
1713606084.2628489,12,0.5792879462242126
1713606247.770589,14,0.5585893988609314
1713606408.9882016,16,0.5827115178108215
1713606572.6443388,18,0.5635277032852173
1713606734.9676695,20,0.57555091381073
1713606896.3817966,22,0.6220168471336365
1713607058.9882855,24,0.6145913004875183
1713607219.8567185,26,0.5810269713401794
1713607383.1325347,28,0.5814038515090942
1713607545.0935235,30,0.6342484951019287
1713607707.3646634,32,0.6231479048728943
1713607868.8046885,34,0.6377294659614563
1713608029.6070218,36,0.6433824300765991
1713608192.061361,38,0.6254650354385376
1713608355.8929393,40,0.6553093194961548
1713608517.1282904,42,0.6336657404899597
1713608678.359661,44,0.6501689553260803
1713608841.100116,46,0.6509992480278015
1713609016.764774,48,0.6546480655670166
1713609182.7777376,50,0.6557999849319458
1713609374.5913358,52,0.6851625442504883
1713609539.300601,54,0.6606138944625854
1713609703.0208752,56,0.6907057166099548
1713609865.611794,58,0.6352405548095703
1713610027.2262669,60,0.6516296863555908
1713610189.9824667,62,0.649820864200592
1713610352.0403352,64,0.6648180484771729
1713610514.470318,66,0.6551716923713684
1713610676.5148268,68,0.6484937071800232
1713610838.2518663,70,0.670177698135376
1713611001.6386995,72,0.663000762462616
1713611164.9183183,74,0.6778981685638428
1713611327.0080054,76,0.6766364574432373
1713611488.6277454,78,0.6570361852645874
1713611651.5293033,80,0.6732192635536194
1713611812.9616272,82,0.6691911816596985
1713611973.8727598,84,0.6826813220977783
1713612135.9506521,86,0.6831888556480408
1713612299.4328678,88,0.67867112159729
1713612462.1902149,90,0.6834730505943298
1713612622.8432252,92,0.690804123878479
1713612784.4055605,94,0.6817425489425659
1713612948.0380352,96,0.6670267581939697
1713613110.5057874,98,0.6728406548500061
1713613275.4129384,100,0.6984044909477234
1713613439.0730345,102,0.6699931025505066
1713613613.6769516,104,0.6788808107376099
1713613775.981649,106,0.6847019195556641
1713613940.4329724,108,0.7052315473556519
1713614102.954532,110,0.7118561863899231
1713614265.3568385,112,0.6989156007766724
1713614428.6096177,114,0.6908537745475769
1713614592.3466234,116,0.6826063990592957
1713614753.985673,118,0.6897686719894409
1713614916.3155303,120,0.6919011473655701
1713615077.5841823,122,0.7035336494445801
1713615240.226098,124,0.6804662346839905
1713615400.9020221,126,0.693758487701416
1713615562.5393705,128,0.7105337381362915
1713615724.1917942,130,0.7025146484375
1713615888.4466121,132,0.7054914236068726
1713616049.0609236,134,0.6931490302085876
1713616212.2792869,136,0.6932730674743652
1713616373.947941,138,0.7018671035766602
1713616536.9100022,140,0.7250144481658936
1713616699.9675756,142,0.7087077498435974
1713616862.5127192,144,0.7024577856063843
1713617026.231893,146,0.7195689678192139
1713617190.163847,148,0.7023699879646301
1713617358.3400393,150,0.6957184672355652
1713617521.3272467,152,0.6854995489120483
1713617683.2744184,154,0.7022944688796997
1713617856.9278326,156,0.689988911151886
1713618020.1649995,158,0.7194858193397522
1713618181.1491475,160,0.7097156643867493
1713618345.3132634,162,0.7050348520278931
1713618506.841229,164,0.7051454186439514
1713618669.9739137,166,0.6995002627372742
1713618831.6516235,168,0.7049278020858765
1713618993.7142308,170,0.7089043855667114
1713619156.6573596,172,0.6980287432670593
1713619318.2985399,174,0.7182648777961731
1713619481.226118,176,0.7190805673599243
1713619645.49668,178,0.7201257348060608
1713619806.4635715,180,0.7176162004470825
1713619967.8030841,182,0.7272738814353943
1713620130.1916516,184,0.702772855758667
1713620291.3458924,186,0.7127856016159058
1713620453.67947,188,0.7198506593704224
1713620616.2697177,190,0.7112939357757568
1713620777.1435745,192,0.7037644982337952
1713620940.0150747,194,0.6952913999557495
1713621103.3400476,196,0.727654218673706
1713621265.763508,198,0.7409205436706543
1713621426.7952957,200,0.732512891292572
1713621588.4690568,202,0.7198475003242493
1713621754.5957532,204,0.7134669423103333
1713621917.5621886,206,0.7266052961349487
1713622082.2329137,208,0.7130700945854187
1713622245.289672,210,0.700776994228363
1713622407.8393693,212,0.7261718511581421
1713622571.870043,214,0.7144907712936401
1713622733.8078377,216,0.7241786122322083
1713622896.838056,218,0.6907805800437927
1713623058.580252,220,0.7200857400894165
1713623221.2666764,222,0.7229335904121399
1713623386.1200495,224,0.7216827273368835
1713623548.1548517,226,0.7266232371330261
1713623709.1093543,228,0.7236775159835815
1713623871.8732343,230,0.7183547019958496
1713624033.0004396,232,0.7041730284690857
1713624193.8553371,234,0.7399548292160034
1713624356.2333648,236,0.7078039050102234
1713624517.99097,238,0.7085388898849487
1713624679.8845313,240,0.7076018452644348
1713624843.2072906,242,0.733060359954834
1713625005.9488192,244,0.723565936088562
1713625167.5856414,246,0.7189597487449646
1713625331.7047865,248,0.7038540244102478
1713625492.1989372,250,0.7147760987281799
1713625653.1884325,252,0.7061294317245483
1713625824.9977543,254,0.7050751447677612
1713625989.7085454,256,0.7150247097015381
1713626151.6138308,258,0.7190373539924622
1713626314.232973,260,0.7364821434020996
1713626479.5661478,262,0.6980792880058289
1713626642.6851518,264,0.7094267010688782
1713626805.2553442,266,0.7242288589477539
1713626968.7463872,268,0.72043776512146
1713627132.6069443,270,0.7462592124938965
1713627295.3355827,272,0.7232433557510376
1713627457.0236542,274,0.7215208411216736
1713627618.6287868,276,0.7306729555130005
1713627779.9143524,278,0.7568883895874023
1713627943.459452,280,0.747856080532074
1713628105.501671,282,0.7127110362052917
1713628266.49914,284,0.7246840000152588
1713628427.9697523,286,0.7424023747444153
1713628589.969234,288,0.747887372970581
1713628751.7874584,290,0.7357965111732483
1713628914.4877431,292,0.7372869253158569
1713629078.2668443,294,0.7446048855781555
1713629240.1464574,296,0.7119354605674744
1713629402.6290014,298,0.7400562167167664
1713629564.3137355,300,0.7416052222251892
1713629742.0480719,302,0.7317710518836975
1713629905.7300513,304,0.7029050588607788
1713630067.1734324,306,0.7116184830665588
1713630229.645012,308,0.7310822606086731
1713630394.0679593,310,0.7239628434181213
1713630557.2277896,312,0.7449861764907837
1713630721.0258217,314,0.7213855385780334
1713630884.1588976,316,0.7536361217498779
1713631046.6080692,318,0.7323943972587585
1713631208.493788,320,0.7334070205688477
1713631370.4565523,322,0.7483808994293213
1713631532.5412943,324,0.7312524318695068
1713631695.3243735,326,0.754889726638794
1713631859.137722,328,0.7432171702384949
1713632020.7015502,330,0.7275766134262085
1713632183.8688488,332,0.732673168182373
1713632345.3796842,334,0.7311841249465942
1713632506.971775,336,0.7282448410987854
1713632668.9379117,338,0.7244976758956909
1713632830.7041526,340,0.7273419499397278
1713632996.4854887,342,0.7370209097862244
1713633157.5987403,344,0.7365477681159973
1713633319.4112492,346,0.7623277306556702
1713633481.1151543,348,0.7445395588874817
1713633643.9752107,350,0.7405949831008911
1713633817.0801642,352,0.7401863932609558
1713633979.2215152,354,0.7495830059051514
1713634142.0218687,356,0.7308985590934753
1713634304.0403419,358,0.7340986728668213
1713634467.9163878,360,0.7545099258422852
1713634630.6527727,362,0.7522385716438293
1713634792.0904164,364,0.7517604231834412
1713634954.5180497,366,0.739686906337738
1713635131.9869068,368,0.7393176555633545
1713635294.7971113,370,0.7476206421852112
1713635456.8879726,372,0.7435996532440186
1713635617.4540505,374,0.7356021404266357
1713635779.863233,376,0.7412073612213135
1713635941.818955,378,0.7282273769378662
1713636103.5064852,380,0.7341882586479187
1713636265.7104912,382,0.7557088136672974
1713636427.313039,384,0.7493690252304077
1713636588.1302316,386,0.7161515951156616
1713636750.1711662,388,0.7125680446624756
1713636913.5910175,390,0.7498984932899475
1713637076.819986,392,0.740611732006073
1713637238.8344228,394,0.7300215363502502
1713637400.0199692,396,0.7393545508384705
1713637562.6885974,398,0.755620539188385
1713637729.4064968,400,0.7555772662162781
1713637894.0584583,402,0.7559897303581238
1713638054.496637,404,0.7335940599441528
1713638216.8787465,406,0.7658478021621704
1713638379.9619207,408,0.7606008648872375
1713638543.735007,410,0.7411391139030457
1713638706.1612165,412,0.7483334541320801
1713638868.2627602,414,0.7520735263824463
1713639030.26991,416,0.7397246956825256
1713639192.4117978,418,0.7553104758262634
1713639356.001117,420,0.7365328669548035
1713639518.7880042,422,0.7693050503730774
1713639680.023604,424,0.7475346326828003
1713639843.794947,426,0.7504701018333435
1713640005.5759583,428,0.7594821453094482
1713640168.0503042,430,0.7624841332435608
1713640332.4256084,432,0.7439406514167786
1713640495.3370829,434,0.752865731716156
1713640658.531149,436,0.7405530214309692
1713640822.1257474,438,0.7632946968078613
1713640984.6007156,440,0.7689342498779297
1713641146.5153759,442,0.7566900253295898
1713641309.4405482,444,0.7615154981613159
1713641472.1099563,446,0.7433567643165588
1713641635.4234958,448,0.7511429190635681
1713641799.1489449,450,0.7581416368484497
1713641960.863545,452,0.754651665687561
1713642127.0215423,454,0.7795521020889282
1713642292.3683357,456,0.7445630431175232
1713642454.4782186,458,0.7596689462661743
1713642618.3182023,460,0.7699541449546814
1713642780.5887656,462,0.7843172550201416
1713642944.9481149,464,0.755774736404419
1713643107.8299766,466,0.7658156156539917
1713643269.1859171,468,0.7825186252593994
1713643432.7960737,470,0.7644545435905457
1713643596.1899648,472,0.7270026803016663
1713643760.0805573,474,0.7716072201728821
1713643921.8839524,476,0.7623191475868225
1713644084.769318,478,0.7528495192527771
1713644246.2328386,480,0.7431988716125488
1713644407.3338847,482,0.7698657512664795
1713644570.0669875,484,0.7632177472114563
1713644733.6276693,486,0.7775484323501587
1713644894.6605995,488,0.7563305497169495
1713645056.6640043,490,0.7506754994392395
1713645219.4123707,492,0.7723413109779358
1713645381.820903,494,0.76952064037323
1713645546.251965,496,0.7573496103286743
1713645707.5278146,498,0.7499163746833801
1713645868.3142142,500,0.7524296045303345
1713646028.9857082,502,0.7571576833724976
1713646192.4596946,504,0.7630829811096191
1713646359.6931505,506,0.777688205242157
1713646523.2623012,508,0.7676461935043335
1713646685.4600255,510,0.7610390782356262
1713646848.801027,512,0.7900745272636414
1713647010.0183926,514,0.7548784613609314
1713647172.461649,516,0.7834330201148987
