Wall time,Step,Value
1713654488.2935395,9,0.3406583368778229
1713654590.8127477,11,0.2531384527683258
1713654635.8043056,16,0.3088957369327545
1713654647.0435367,17,0.24771325290203094
1713654658.434293,18,0.22381240129470825
1713654871.3883133,28,0.21214812994003296
1713654892.614951,30,0.18761791288852692
1713654914.1658878,32,0.1971445232629776
1713655054.9790592,37,0.1647103875875473
1713655064.4076798,38,0.19253675639629364
1713655201.8212352,44,0.234664186835289
1713655211.4550748,45,0.15169402956962585
1713655222.050886,46,0.19052720069885254
1713655242.4182155,48,0.21489658951759338
1713655252.9889996,49,0.23608437180519104
1713655320.1058621,52,0.23076538741588593
1713655351.1082728,55,0.17750117182731628
1713655444.607702,58,0.20995035767555237
1713655600.9830592,66,0.38515880703926086
1713655689.2681649,70,0.15117372572422028
1713655832.1788082,76,0.18266144394874573
1713656014.915315,85,0.13188862800598145
1713656191.1964147,93,0.14309394359588623
1713656207.849743,95,0.1339578628540039
1713656368.1279254,103,0.12777085602283478
1713656388.1934175,105,0.193050354719162
1713656475.374875,109,0.14025869965553284
1713656512.5967276,114,0.14123255014419556
1713656551.0536227,118,0.16975124180316925
1713656775.8847756,126,0.13755196332931519
1713656913.3599594,130,0.17969167232513428
1713656922.7571123,131,0.1485394686460495
1713656954.6699588,133,0.16012853384017944
1713657029.0763156,137,0.1440536230802536
1713657039.516392,138,0.12588095664978027
1713657059.8998427,140,0.10224095731973648
1713657149.0473697,144,0.16118553280830383
1713657185.774334,146,0.1087755635380745
1713657195.3936844,147,0.2614987790584564
1713657205.2796724,148,0.17389346659183502
1713657297.2923634,152,0.17871297895908356
1713657329.7237754,153,0.11214018613100052
1713657338.8629978,154,0.1249684989452362
1713657364.7604473,157,0.1290295273065567
1713657471.4664662,161,0.11144163459539413
1713657533.5499742,164,0.12212904542684555
1713657601.518618,169,0.1370503008365631
1713657680.9840124,172,0.09048611670732498
1713657690.0119696,173,0.2219424992799759
1713657733.766446,175,0.1348743438720703
1713657749.7413082,177,0.15805447101593018
1713657823.9661705,181,0.11803117394447327
1713657891.3438811,182,0.1548055112361908
1713657907.3819673,183,0.21618813276290894
1713658072.0414338,191,0.10366932302713394
1713658098.8748045,194,0.13385789096355438
1713658108.2179098,195,0.17371396720409393
1713658167.0066936,196,0.18416155874729156
1713658176.5405445,197,0.16141821444034576
1713658289.5523903,202,0.08579195290803909
1713658470.1860473,209,0.15055476129055023
1713658631.8599365,219,0.15309582650661469
1713658650.7994556,221,0.18117573857307434
1713658764.79477,222,0.144634410738945
1713658788.0408542,225,0.0818595215678215
1713658806.216632,227,0.1461363285779953
1713658814.6374996,228,0.11948506534099579
1713658854.491958,230,0.11219824105501175
1713658926.407105,239,0.09298125654459
1713659125.0418823,241,0.14437928795814514
1713659156.9253528,245,0.13976719975471497
1713659166.886662,246,0.11826953291893005
1713659360.3312206,256,0.14032839238643646
1713659453.9082372,260,0.09100938588380814
1713659494.3336313,263,0.15735551714897156
1713659584.6140356,265,0.12643316388130188
1713659602.2868876,267,0.16916389763355255
1713659771.8624673,275,0.11936298757791519
1713659817.785458,279,0.09005814790725708
1713659921.6345012,283,0.21378959715366364
1713659960.9519005,285,0.10660857707262039
1713660016.1120486,289,0.12296947091817856
1713660023.2126124,290,0.1801416128873825
1713660182.3889008,293,0.07904572039842606
1713660200.582248,295,0.12377584725618362
1713660216.294004,297,0.09779828786849976
1713660233.020806,299,0.1421421766281128
1713660242.0434844,300,0.10520840436220169
1713660348.1010675,303,0.17227792739868164
1713660356.6977646,304,0.09436734020709991
1713660364.7446427,305,0.09509981423616409
1713660390.7867858,308,0.16859044134616852
1713660457.9592974,310,0.1392582207918167
1713660467.8221242,311,0.1253792643547058
1713660476.5934038,312,0.10734106600284576
1713660512.5442686,316,0.08400120586156845
1713660631.7550015,319,0.21363389492034912
1713660655.8007784,322,0.0723920613527298
1713660664.6172397,323,0.07399456948041916
1713660778.6652927,325,0.11701491475105286
1713660798.2092044,327,0.10045908391475677
1713660805.960164,328,0.09545290470123291
1713660831.606348,331,0.09276913851499557
1713660840.3275726,332,0.14212200045585632
1713660965.7573333,335,0.05485069751739502
1713660981.2035089,337,0.10700135678052902
1713660999.1850307,339,0.11440752446651459
1713661138.4977372,343,0.09843932837247849
1713661145.8447766,344,0.1072397530078888
1713661162.6213813,346,0.0734625980257988
1713661180.6287606,348,0.10669534653425217
1713661189.4833012,349,0.11153800785541534
1713661225.019728,351,0.17160150408744812
1713661308.5954845,360,0.12589779496192932
1713661534.7513664,363,0.09914099425077438
1713661544.3225036,364,0.1712246686220169
1713661563.481487,366,0.08031704276800156
1713661590.1673684,369,0.12240612506866455
1713661720.8022268,372,0.1404304802417755
1713661737.7401214,374,0.08420713245868683
1713661746.1559777,375,0.11420374363660812
1713661755.1269207,376,0.09842189401388168
1713661763.1823516,377,0.12332911044359207
1713661854.6027188,379,0.10995224118232727
1713661861.7163444,380,0.08189637213945389
1713661894.7214105,384,0.1343696117401123
1713661903.5032895,385,0.162411168217659
1713662034.472438,388,0.05471332371234894
1713662043.3843994,389,0.13632604479789734
1713662164.6543484,394,0.13127021491527557
1713662245.5133283,398,0.10217328369617462
1713662253.6974201,399,0.0961865559220314
1713662270.0389779,401,0.10516481101512909
1713662277.8365326,402,0.07627153396606445
1713662286.2011285,403,0.10849571228027344
1713662294.9392896,404,0.1447984278202057
1713662419.4352784,408,0.1267334520816803
1713662443.1184225,411,0.06741032749414444
1713662452.0242765,412,0.0856207087635994
1713662561.1313756,414,0.12211933732032776
1713662568.7658556,415,0.11196736991405487
1713662654.3360825,421,0.15878689289093018
1713662716.1012352,424,0.13929323852062225
1713662743.1047647,427,0.11391725391149521
1713662751.7953722,428,0.1510249823331833
1713662884.3635786,433,0.2132713943719864
1713662902.0332184,435,0.09477818757295609
1713662911.1569598,436,0.1049199178814888
1713663045.6303768,441,0.07098010927438736
1713663064.7840989,443,0.08851037174463272
1713663082.6003852,445,0.062053367495536804
